competition,edition,match_id,event_id,event_type,team,player,assist,minute,period,round,vs,note
WC,2018,WC-2018-MD034,3,GOAL,ウルグアイ,Edinson Cavani,,90,2H,GL3,ロシア,
WC,2018,WC-2018-MD035,1,GOAL,モロッコ,Khalid Boutaïb,,14,1H,GL3,スペイン,
WC,2018,WC-2018-MD035,2,GOAL,スペイン,Isco,,19,1H,GL3,モロッコ,
WC,2018,WC-2018-MD035,3,GOAL,モロッコ,Youssef En-Nesyri,,81,2H,GL3,スペイン,
WC,2018,WC-2018-MD035,4,GOAL,スペイン,Iago Aspas,,90+1,2H,GL3,モロッコ,
WC,2018,WC-2018-MD036,1,GOAL,ポルトガル,Ricardo Quaresma,,45,1H,GL3,イラン,
WC,2018,WC-2018-MD036,2,GOAL,イラン,Karim Ansarifard,,90+3,2H,GL3,ポルトガル,PK
WC,2018,WC-2018-MD037,1,GOAL,ペルー,André Carrillo,,18,1H,GL3,オーストラリア,
WC,2018,WC-2018-MD037,2,GOAL,ペルー,Paolo Guerrero,,50,2H,GL3,オーストラリア,
WC,2018,WC-2018-MD039,1,GOAL,クロアチア,Milan Badelj,,53,2H,GL3,アイスランド,
WC,2018,WC-2018-MD039,2,GOAL,アイスランド,Gylfi Sigurðsson,,76,2H,GL3,クロアチア,PK
WC,2018,WC-2018-MD039,3,GOAL,クロアチア,Ivan Perišić,,90,2H,GL3,アイスランド,
WC,2018,WC-2018-MD040,1,GOAL,アルゼンチン,Lionel Messi,,14,1H,GL3,ナイジェリア,
WC,2018,WC-2018-MD040,2,GOAL,ナイジェリア,Victor Moses,,51,2H,GL3,アルゼンチン,PK
WC,2018,WC-2018-MD040,3,GOAL,アルゼンチン,Marcos Rojo,,86,2H,GL3,ナイジェリア,
WC,2018,WC-2018-MD041,1,GOAL,韓国,Young-gwon Kim,,90+2,2H,GL3,ドイツ,
WC,2018,WC-2018-MD041,2,GOAL,韓国,Heung-min Son,,90+6,2H,GL3,ドイツ,
WC,2018,WC-2018-MD042,1,GOAL,スウェーデン,Ludwig Augustinsson,,50,2H,GL3,メキシコ,
WC,2018,WC-2018-MD042,2,GOAL,スウェーデン,Andreas Granqvist,,62,2H,GL3,メキシコ,PK
WC,2018,WC-2018-MD042,3,OWN_GOAL,スウェーデン,Edson Álvarez,,74,2H,GL3,メキシコ,
WC,2018,WC-2018-MD043,1,GOAL,ブラジル,Paulinho,,36,1H,GL3,セルビア,
WC,2018,WC-2018-MD043,2,GOAL,ブラジル,Thiago Silva,,68,2H,GL3,セルビア,
WC,2018,WC-2018-MD044,1,GOAL,スイス,Blerim Džemaili,,31,1H,GL3,コスタリカ,
WC,2018,WC-2018-MD044,2,GOAL,コスタリカ,Kendall Waston,,56,2H,GL3,スイス,
WC,2018,WC-2018-MD044,3,GOAL,スイス,Josip Drmić,,88,2H,GL3,コスタリカ,
WC,2018,WC-2018-MD044,4,OWN_GOAL,コスタリカ,Yann Sommer,,90+3,2H,GL3,スイス,
WC,2018,WC-2018-MD045,1,GOAL,ポーランド,Jan Bednarek,,59,2H,GL3,日本,
WC,2018,WC-2018-MD046,1,GOAL,コロンビア,Yerry Mina,,74,2H,GL3,セネガル,
WC,2018,WC-2018-MD047,1,GOAL,ベルギー,Adnan Januzaj,,51,2H,GL3,イングランド,
WC,2018,WC-2018-MD048,1,OWN_GOAL,パナマ,Yassine Meriah,,33,1H,GL3,チュニジア,
WC,2018,WC-2018-MD048,2,GOAL,チュニジア,Fakhreddine Ben Youssef,,51,2H,GL3,パナマ,
WC,2018,WC-2018-MD048,3,GOAL,チュニジア,Wahbi Khazri,,66,2H,GL3,パナマ,
WC,2018,WC-2018-MD049,1,GOAL,フランス,Antoine Griezmann,,13,1H,R16,アルゼンチン,PK
WC,2018,WC-2018-MD049,2,GOAL,アルゼンチン,Ángel Di María,,41,1H,R16,フランス,
WC,2018,WC-2018-MD049,3,GOAL,アルゼンチン,Gabriel Mercado,,48,2H,R16,フランス,
WC,2018,WC-2018-MD049,4,GOAL,フランス,Benjamin Pavard,,57,2H,R16,アルゼンチン,
WC,2018,WC-2018-MD049,5,GOAL,フランス,Kylian Mbappé,,64,2H,R16,アルゼンチン,
WC,2018,WC-2018-MD049,6,GOAL,フランス,Kylian Mbappé,,68,2H,R16,アルゼンチン,
WC,2018,WC-2018-MD049,7,GOAL,アルゼンチン,Sergio Agüero,,90+3,2H,R16,フランス,
WC,2018,WC-2018-MD050,1,GOAL,ウルグアイ,Edinson Cavani,,7,1H,R16,ポルトガル,
WC,2018,WC-2018-MD050,2,GOAL,ポルトガル,Pepe,,55,2H,R16,ウルグアイ,
WC,2018,WC-2018-MD050,3,GOAL,ウルグアイ,Edinson Cavani,,62,2H,R16,ポルトガル,
WC,2018,WC-2018-MD051,1,OWN_GOAL,スペイン,Sergei Ignashevich,,12,1H,R16,ロシア,
WC,2018,WC-2018-MD051,2,GOAL,ロシア,Artem Dzyuba,,41,1H,R16,スペイン,PK
WC,2018,WC-2018-MD052,1,GOAL,デンマーク,Mathias Jørgensen,,1,1H,R16,クロアチア,
WC,2018,WC-2018-MD052,2,GOAL,クロアチア,Mario Mandžukić,,4,1H,R16,デンマーク,
WC,2018,WC-2018-MD053,1,GOAL,ブラジル,Neymar,,51,2H,R16,メキシコ,
WC,2018,WC-2018-MD053,2,GOAL,ブラジル,Roberto Firmino,,88,2H,R16,メキシコ,
WC,2018,WC-2018-MD054,1,GOAL,日本,Genki Haraguchi,,48,2H,R16,ベルギー,
WC,2018,WC-2018-MD054,2,GOAL,日本,Takashi Inui,,52,2H,R16,ベルギー,
WC,2018,WC-2018-MD054,3,GOAL,ベルギー,Jan Vertonghen,,69,2H,R16,日本,
WC,2018,WC-2018-MD054,4,GOAL,ベルギー,Marouane Fellaini,,74,2H,R16,日本,
WC,2018,WC-2018-MD054,5,GOAL,ベルギー,Nacer Chadli,,90+4,2H,R16,日本,
WC,2018,WC-2018-MD055,1,GOAL,スウェーデン,Emil Forsberg,,66,2H,R16,スイス,
WC,2018,WC-2018-MD056,1,GOAL,イングランド,Harry Kane,,57,2H,R16,コロンビア,PK
WC,2018,WC-2018-MD056,2,GOAL,コロンビア,Yerry Mina,,90+3,2H,R16,イングランド,
WC,2018,WC-2018-MD057,1,GOAL,フランス,Raphaël Varane,,40,1H,QF,ウルグアイ,
WC,2018,WC-2018-MD057,2,GOAL,フランス,Antoine Griezmann,,61,2H,QF,ウルグアイ,
WC,2018,WC-2018-MD058,1,OWN_GOAL,ベルギー,Fernandinho,,13,1H,QF,ブラジル,
WC,2018,WC-2018-MD058,2,GOAL,ベルギー,Kevin De Bruyne,,31,1H,QF,ブラジル,
WC,2018,WC-2018-MD058,3,GOAL,ブラジル,Renato Augusto,,76,2H,QF,ベルギー,
WC,2018,WC-2018-MD059,1,GOAL,イングランド,Harry Maguire,,30,1H,QF,スウェーデン,
WC,2018,WC-2018-MD059,2,GOAL,イングランド,Dele Alli,,59,2H,QF,スウェーデン,
WC,2018,WC-2018-MD060,1,GOAL,ロシア,Denis Cheryshev,,31,1H,QF,クロアチア,
WC,2018,WC-2018-MD060,2,GOAL,クロアチア,Andrej Kramarić,,39,1H,QF,ロシア,
WC,2018,WC-2018-MD060,3,GOAL,クロアチア,Domagoj Vida,,101,ET1,QF,ロシア,
WC,2018,WC-2018-MD060,4,GOAL,ロシア,Mário Fernandes,,115,ET2,QF,クロアチア,
WC,2018,WC-2018-MD061,1,GOAL,フランス,Samuel Umtiti,,51,2H,SF,ベルギー,
WC,2018,WC-2018-MD062,1,GOAL,イングランド,Kieran Trippier,,5,1H,SF,クロアチア,
WC,2018,WC-2018-MD062,2,GOAL,クロアチア,Ivan Perišić,,68,2H,SF,イングランド,
WC,2018,WC-2018-MD062,3,GOAL,クロアチア,Mario Mandžukić,,109,ET2,SF,イングランド,
WC,2018,WC-2018-MD063,1,GOAL,ベルギー,Thomas Meunier,,4,1H,3P,イングランド,
WC,2018,WC-2018-MD063,2,GOAL,ベルギー,Eden Hazard,,82,2H,3P,イングランド,
WC,2018,WC-2018-MD064,1,OWN_GOAL,フランス,Mario Mandžukić,,18,1H,Final,クロアチア,
WC,2018,WC-2018-MD064,2,GOAL,クロアチア,Ivan Perišić,,28,1H,Final,フランス,
WC,2018,WC-2018-MD064,3,GOAL,フランス,Antoine Griezmann,,38,1H,Final,クロアチア,PK
WC,2018,WC-2018-MD064,4,GOAL,フランス,Paul Pogba,,59,2H,Final,クロアチア,
WC,2018,WC-2018-MD064,5,GOAL,フランス,Kylian Mbappé,,65,2H,Final,クロアチア,
WC,2018,WC-2018-MD064,6,GOAL,クロアチア,Mario Mandžukić,,69,2H,Final,フランス,
