competition,edition,confederation,confederation_bucket,country,nt_shirt_no,position_primary,is_star,name_en,birth_date,height_cm,current_club,snapshot_date,name_ja,national_debut,source,notes
WC,2026,AFC,QUALIFIED,イラン,12,GK,,Payam Niazmand,1995/4/6,194,ペルセポリスFC,2026/1/9,パヤム・ニアズマンド,2020/10/8,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,GK,,Mohammad Khalifeh,2004/8/19,194,アルミニウム・アラク,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,1,GK,,Alireza Beiranvand,1992/9/21,194,トラークトゥールFC,2026/1/9,アリレザ・ベイランヴァンド,2015/1/4,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,30,GK,,Mohammadreza Akhbari,1993/2/15,191,セパハンFC,2026/1/9,,2025/11/18,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,22,GK,,Seyed Hossein Hosseini,1992/6/30,187,セパハンFC,2026/1/9,ホセイン・ホセイニ,2018/3/17,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,GK,,Ahmad Gohari,1996/1/12,188,無所属,2026/1/9,アフマド・ゴハリ,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,GK,,Nima Mirzazad,1997/2/27,195,メス・ラフサンジャーン,2026/1/9,ニマ・ミルザド,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,13,DF,,Hossein Kanaani,1994/3/23,188,ペルセポリスFC,2026/1/9,ホセイン・カナーニ,2015/6/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,15,DF,,Mohammadamin Hazbavi,2003/5/6,188,セパハンFC,2026/1/9,,2024/3/21,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,19,DF,,Majid Hosseini,1996/6/20,187,カイセリスポル,2026/1/9,マジード・ホセイニー,2018/5/19,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Mohammadmehdi Zare,2003/1/25,195,アフマト・グロズヌイ,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Aref Aghasi,1997/1/2,189,エステグラルFC,2026/1/9,,2022/6/12,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Hossein Abarghouei,1996/7/8,186,ペルセポリスFC,2026/1/9,,2025/10/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,3,DF,,Ali Nemati,1996/2/7,182,フーラードFC,2026/1/9,アリー・ネマティ,2024/10/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Morteza Pouraliganji,1992/4/19,185,ペルセポリスFC,2026/1/9,モルテザ・プーラリガンジ,2015/1/4,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,4,DF,,Shoja Khalilzadeh,1989/5/14,180,トラークトゥールFC,2026/1/9,ショジャー・ハリルザデー,2009/7/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,5,DF,,Milad Mohammadi,1993/9/29,178,ペルセポリスFC,2026/1/9,ミラド・モハマディー,2015/6/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Mohammad Naderi,1996/10/5,188,トラークトゥールFC,2026/1/9,ムハンマド・ナデリ,2019/11/14,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Abolfazl Jalali,1998/6/26,177,エステグラルFC,2026/1/9,アボルファズル・ジャラリ,2021/3/30,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,23,DF,,Arya Yousefi,2002/4/22,181,セパハンFC,2026/1/9,,2024/6/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,2,DF,,Saleh Hardani,1998/12/26,176,エステグラルFC,2026/1/9,,2021/9/2,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,26,DF,,Danial Esmaeilifar,1993/2/26,183,トラークトゥールFC,2026/1/9,ダニエル・イスマイリファー,2022/3/29,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Sadegh Moharrami,1996/3/1,174,トラークトゥールFC,2026/1/9,サデグ・モハラミ,2018/9/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,DF,,Ramin Rezaeian,1990/3/21,184,エステグラルFC,2026/1/9,ラーミーン・レザーイヤーン,2015/1/4,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,6,MF,,Saeed Ezatolahi,1996/10/1,190,シャバーブ・アル・アハリ・ドバイ,2026/1/9,サイード・エザトラヒ,2015/6/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,16,MF,,Mohammad Ghorbani,2001/5/21,190,アル・ワフダ・アブダビ,2026/1/9,,2024/3/26,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,MF,,Roozbeh Cheshmi,1993/7/24,194,エステグラルFC,2026/1/9,ルーズベ・チェシュミー,2017/8/31,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,MF,,Seyed Mohammad Karimi,1996/6/20,177,セパハンFC,2026/1/9,モハンマド・カリミ,2023/3/28,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,21,MF,,Omid Noorafkan,1997/4/9,184,セパハンFC,2026/1/9,オミッド・ヌーラフカン,2018/3/17,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,MF,,Amirmohammad Razzaghinia,2006/4/11,187,エステグラルFC,2026/1/9,,2025/6/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,MF,,Mohammad Khodabandelou,1999/9/7,180,ペルセポリスFC,2026/1/9,,2025/8/29,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,14,MF,,Saman Ghoddos,1993/9/6,175,カルバ FC,2026/1/9,サマン・ゴドス,2017/10/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,MF,,Mohammadjavad Hosseinnejad,2003/6/26,178,ヂナモ・マハチカラ,2026/1/9,,2023/10/17,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,27,MF,,Hadi Habibinejad,1995/10/17,175,Chadormalu SC,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,MF,,Mehran Ahmadi,1997/12/26,175,エステグラルFC,2026/1/9,,2025/8/29,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,20,FW,,Mehdi Ghayedi,1998/12/5,166,アル・ナスルSCドバイ,2026/1/9,メフディー・ガーイェディー,2020/10/8,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,8,FW,,Mohammad Mohebi,1998/12/20,186,FKロストフ,2026/1/9,モハマド・モヘビ,2019/10/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,25,FW,,Alireza Koushki,2000/2/16,173,エステグラルFC,2026/1/9,,2025/8/29,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,FW,,Allahyar Sayyadmanesh,2001/6/29,182,KVCウェステルロー,2026/1/9,アラーヤル・サヤードマネシュ,2019/6/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,FW,,Ali Gholizadeh,1996/3/10,175,レフ・ポズナン,2026/1/9,アリ・ゴリザデ,2018/3/17,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,17,FW,,Mehdi Hashemnejad,2001/10/27,176,トラークトゥールFC,2026/1/9,,2022/11/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,FW,,Alireza Jahanbakhsh,1993/8/11,181,FCVデンデルEH,2026/1/9,アリーレザー・ジャハーンバフシュ,2013/10/15,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,24,FW,,Mohammad Omri,2000/3/12,173,ペルセポリスFC,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,18,FW,,Mehdi Tikdari,1996/6/13,184,ゴル・ゴハル・シールジャーン,2026/1/9,,2025/8/29,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,28,FW,,Mohammadmehdi Mohebi,2000/2/11,186,カルバ FC,2026/1/9,,2025/6/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,FW,1,Sardar Azmoun,1995/1/1,186,シャバーブ・アル・アハリ・ドバイ,2026/1/9,サルダル・アズムン,2014/5/26,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,9,FW,1,Mehdi Taremi,1992/7/18,185,オリンピアコスFC,2026/1/9,メフディ・タレミ,2015/6/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,10,FW,,Amirhossein Hosseinzadeh,2000/10/30,178,トラークトゥールFC,2026/1/9,アミロホセイン・ホセインザデー,2022/3/24,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,11,FW,,Ali Alipour,1995/11/11,181,ペルセポリスFC,2026/1/9,アリ・アリプル,2018/3/17,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,FW,,Shahriar Moghanlou,1994/12/21,193,カルバ FC,2026/1/9,シャフリヤール・モガンロウ,2023/3/23,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,FW,,Majid Aliyari,1996/3/2,189,セパハンFC,2026/1/9,,2025/8/29,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,イラン,,FW,,Kasra Taheri,2006/8/6,185,ペイカーンFC,2026/1/9,,2025/10/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,12,GK,,Abduvokhid Nematov,2001/3/20,182,ナサフ・カルシ,2026/1/9,,2020/9/3,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,GK,,Utkir Yusupov,1991/1/4,185,ナフバホール・ナマンガン,2026/1/9,ウトキル・ユスポフ,2018/10/16,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,1,GK,,Vladimir Nazarov,2002/6/8,183,パフタコール・タシュケント,2026/1/9,,2025/9/8,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,16,GK,,Botirali Ergashev,1995/6/23,192,ネフチ・フェルガナ,2026/1/9,,2018/5/19,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,2,DF,1,Abdukodir Khusanov,2004/2/29,186,マンチェスター・シティFC,2026/1/9,アブドゥコディル・フサノフ,2023/6/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,23,DF,,Khusniddin Alikulov,1999/4/4,186,チャイクル・リゼスポル,2026/1/9,,2020/9/3,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,5,DF,,Rustam Ashurmatov,1996/7/7,186,エステグラルFC,2026/1/9,ルスタムジョン・アシュルマトフ,2017/1/23,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Mukhammadkodir Khamraliev,2001/7/6,185,パフタコール・タシュケント,2026/1/9,,2023/12/25,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Jakhongir Urozov,2004/1/18,190,Dinamo Samarqand,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Golib Gaybullaev,1996/1/22,,ナサフ・カルシ,2026/1/9,,2023/12/25,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Avazbek Ulmasaliev,2000/3/27,187,FC OKMK アルマリク,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,15,DF,,Umar Eshmurodov,1992/11/30,185,ナサフ・カルシ,2026/1/9,,2020/2/23,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Alibek Davronov,2002/12/28,,ナサフ・カルシ,2026/1/9,,2022/11/20,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Dilshod Komilov,1999/5/16,185,ナフバホール・ナマンガン,2026/1/9,,2025/9/2,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Islom Tukhtakhuzhaev,1989/10/30,182,FKアンディジャン,2026/1/9,,2009/1/28,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,13,DF,,Sherzod Nasrullaev,1998/7/23,183,パフタコール・タシュケント,2026/1/9,,2022/1/27,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Ibrokhimkhalil Yuldoshev,2001/2/14,170,ネフチ・フェルガナ,2026/1/9,,2020/9/3,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,4,DF,,Farrukh Sayfiev,1991/1/17,183,ネフチ・フェルガナ,2026/1/9,,2014/8/20,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,3,DF,,Khozhiakbar Alizhonov,1997/4/19,180,パフタコール・タシュケント,2026/1/9,,2019/6/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Zafarmurod Abdirakhmatov,2003/4/28,170,ナサフ・カルシ,2026/1/9,,2024/1/18,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,DF,,Dilshod Saitov,1999/2/2,171,パフタコール・タシュケント,2026/1/9,,2021/10/9,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,9,MF,,Odildzhon Khamrobekov,1996/2/13,180,トラークトゥールFC,2026/1/9,,2017/11/14,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,18,MF,,Abdulla Abdullaev,1997/9/1,181,Dibba SCC,2026/1/9,,2021/9/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,MF,,Abdurauf Buriev,2002/7/20,179,パフタコール・タシュケント,2026/1/9,,2025/3/25,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,10,MF,,Aziz Ganiev,1998/2/22,180,アル・バタイヒCSC,2026/1/9,アジズジョン・ガニエフ,2017/8/25,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,7,MF,,Otabek Shukurov,1996/6/22,183,FCバニーヤース,2026/1/9,オタベク・シュクロフ,2016/2/14,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,6,MF,,Akmal Mozgovoy,1999/4/2,180,FCバニーヤース,2026/1/9,アクマル・モズゴヴォイ,2020/9/3,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,MF,,Abrorbek Ismoilov,1998/1/8,176,ネフチ・フェルガナ,2026/1/9,,2019/11/9,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,19,MF,,Azizbek Turgunboev,1994/10/1,173,パフタコール・タシュケント,2026/1/9,アジズベック・トルガンバエフ,2018/5/19,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,MF,,Abbosbek Fayzullaev,2003/10/3,170,イスタンブール・バシャクシェヒルFK,2026/1/9,アボスベク・ファイズラエフ,2023/6/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,8,MF,,Jamshid Iskanderov,1993/10/16,171,ネフチ・フェルガナ,2026/1/9,ジャムシド・イスカンデロフ,2013/9/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,MF,,Diyor Kholmatov,2002/7/22,174,ナフバホール・ナマンガン,2026/1/9,,2023/12/25,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,11,FW,,Oston Urunov,2000/12/19,181,ペルセポリスFC,2026/1/9,,2019/6/2,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,20,FW,,Khozhimat Erkinov,2001/5/29,173,パフタコール・タシュケント,2026/1/9,,2020/9/3,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,FW,,Jaloliddin Masharipov,1993/9/1,172,エステグラルFC,2026/1/9,ジャロリディン・マシャリポフ,2016/7/24,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,FW,,Ruslanbek Jiyanov,2001/6/5,180,FKパリ・ニジニ・ノヴゴロド,2026/1/9,,2022/11/20,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,FW,,Sardorbek Bakhromov,2005/2/16,,ナサフ・カルシ,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,FW,,Alisher Odilov,2001/7/15,180,ネフチ・フェルガナ,2026/1/9,,2025/9/2,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,17,FW,,Dostonbek Khamdamov,1996/7/24,180,パフタコール・タシュケント,2026/1/9,ドストンベク・ハムダモフ,2016/6/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,FW,,Anvar Khozhimirzaev,1994/10/21,,Dinamo Samarqand,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,14,FW,,Eldor Shomurodov,1995/6/29,190,イスタンブール・バシャクシェヒルFK,2026/1/9,エルドル・ショムロドフ,2015/9/3,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,21,FW,,Igor Sergeev,1993/4/30,186,ペルセポリスFC,2026/1/9,,2013/9/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,9,FW,,Khusayin Norchaev,2002/2/6,180,ナサフ・カルシ,2026/1/9,クサイイン・ノルチャエフ,2021/10/9,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,FW,,Bobur Abdikholikov,1997/4/23,175,無所属,2026/1/9,ボブル・アブディコリコフ,2018/6/8,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,ウズベキスタン,,FW,,Rustam Turdimuradov,2004/4/4,182,パフタコール・タシュケント,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,12,GK,,Bum-keun Song,1997/10/15,194,全北現代モータース,2026/1/9,宋範根,2022/7/24,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,21,GK,,Hyeon-woo Jo,1991/9/25,189,蔚山現代,2026/1/9,趙賢祐,2017/11/14,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,GK,,Chang-geun Lee,1993/8/30,186,大田ハナシチズン,2026/1/9,,2020/11/17,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,1,GK,,Seung-gyu Kim,1990/9/30,187,FC東京,2026/1/9,,2013/8/14,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,GK,,Dong-heon Kim,1997/3/3,186,仁川ユナイテッド,2026/1/9,,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,4,DF,1,Min-jae Kim,1996/11/15,190,バイエルン・ミュンヘン,2026/1/9,金玟哉,2017/8/31,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,25,DF,,Ji-soo Kim,2004/12/24,192,1.FCカイザースラウテルン,2026/1/9,金志樹,,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Yu-min Cho,1996/11/17,185,シャールジャFC,2026/1/9,曺侑珉,2022/7/20,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,3,DF,,Han-beom Lee,2002/6/17,190,FCミッティラン,2026/1/9,李韓汎,2025/6/10,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Seung-wook Park,1997/5/7,184,浦項スティーラース,2026/1/9,,2024/6/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,14,DF,,Ju-sung Kim,2000/12/12,186,サンフレッチェ広島F.C,2026/1/9,,2022/7/24,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,26,DF,,Tae-hyeon Kim,2000/9/17,187,鹿島アントラーズ,2026/1/9,,2025/7/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,20,DF,,Jun-soo Byeon,2001/11/30,190,金泉尚武,2026/1/9,,2025/7/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Kyung-won Kwon,1992/1/31,189,FC安養,2026/1/9,,2017/10/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Myeong-kwan Seo,2002/11/23,186,蔚山現代,2026/1/9,,2025/7/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,13,DF,,Tae-seok Lee,2002/7/28,174,FKアウストリア・ウィーン,2026/1/9,,2024/11/14,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Tae-hyeon Kim,1996/12/19,175,全北現代モータース,2026/1/9,,2025/7/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Hyun-taek Cho,2001/8/2,182,蔚山現代,2026/1/9,,2025/7/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,2,DF,,Myung-jae Lee,1993/11/4,183,大田ハナシチズン,2026/1/9,,2024/3/21,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,22,DF,,Young-woo Seol,1998/12/5,183,レッドスター・ベオグラード,2026/1/9,,2023/6/20,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,15,DF,,Moon-hwan Kim,1995/8/1,173,大田ハナシチズン,2026/1/9,金紋奐,2018/9/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Jun Choi,1999/4/17,177,FCソウル,2026/1/9,,2025/6/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,DF,,Jae-won Hwang,2002/8/16,180,大邱FC,2026/1/9,黄才媛,2024/6/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,MF,,In-beom Hwang,1996/9/20,177,フェイエノールト・ロッテルダム,2026/1/9,黄仁範,2018/9/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,MF,,Yong-woo Park,1993/9/10,186,アル・アイン・アブダビ,2026/1/9,,2023/6/16,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,16,MF,,Jin-seob Park,1995/10/23,186,浙江職業足球倶楽部,2026/1/9,,2023/11/21,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,5,MF,,Du-jae Won,1997/11/18,187,ホール・ファカン SSC,2026/1/9,元斗才,2020/11/14,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,MF,,Min-woo Seo,1998/3/12,183,江原FC,2026/1/9,,2025/7/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,23,MF,,Jens Castrop,2003/7/29,178,ボルシア・メンヒェングラートバッハ,2026/1/9,イェンス・カストロップ,2025/9/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,8,MF,,Seung-ho Paik,1997/3/17,182,バーミンガム・シティ,2026/1/9,白昇浩,2019/6/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,24,MF,,Jin-gyu Kim,1997/2/24,177,全北現代モータース,2026/1/9,金鎮圭,2022/1/15,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,MF,,Bong-soo Kim,1999/12/26,181,大田ハナシチズン,2026/1/9,,2025/7/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,MF,,Sang-yun Kang,2004/5/31,171,全北現代モータース,2026/1/9,,2025/7/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,18,MF,1,Kang-in Lee,2001/2/19,173,パリ・サンジェルマンFC,2026/1/9,李康仁,2019/9/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,17,MF,,Jun-ho Bae,2003/8/21,180,ストーク・シティ,2026/1/9,,2024/6/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,10,MF,,Jae-sung Lee,1992/8/10,180,1.FSVマインツ05,2026/1/9,李在成,2015/3/27,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,MF,,Dong-gyeong Lee,1997/9/20,176,蔚山現代,2026/1/9,李東炅,2019/9/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,MF,,Seung-won Lee,2003/3/6,174,江原FC,2026/1/9,,2025/7/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,7,FW,1,Heung-min Son,1992/7/8,184,ロサンゼルスFC,2026/1/9,孫興慜,2010/12/30,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,20,FW,,Ji-sung Eom,2002/5/9,176,スウォンジー・シティ,2026/1/9,,2022/1/15,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Sang-ho Na,1996/8/12,173,FC町田ゼルビア,2026/1/9,羅相浩,2018/11/17,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Seon-min Moon,1992/6/9,172,FCソウル,2026/1/9,,2018/5/28,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Min-hyeok Yang,2006/4/16,176,コヴェントリー・シティ,2026/1/9,ヤン・ミンヒョク,2025/3/25,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Hyun-jun Yang,2002/5/25,176,セルティックFC,2026/1/9,梁鉉俊,2023/9/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Jin-woo Jeon,1999/9/9,181,全北現代モータース,2026/1/9,全晋旴,2025/6/5,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Jae-hyeon Mo,1996/9/24,184,江原FC,2026/1/9,,2025/7/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Seung-won Jeong,1997/2/27,173,FCソウル,2026/1/9,ジョン・スンウォン,2025/7/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,11,FW,,Hee-chan Hwang,1996/1/26,177,ウルバーハンプトン・ワンダラーズ,2026/1/9,ファン・ヒチャン,2016/9/1,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,19,FW,,Hyeon-gyu Oh,2001/4/12,187,KRCヘンク,2026/1/9,オ・ヒョンギュ,2022/11/11,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Gue-sung Cho,1998/1/25,188,FCミッティラン,2026/1/9,曺圭成,2021/9/7,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,25,FW,,Sang-bin Jeong,2002/4/1,175,セントルイス・シティーSC,2026/1/9,,2021/6/9,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Se-hun Oh,1999/1/15,193,FC町田ゼルビア,2026/1/9,呉世勳,2024/6/6,Transfermarkt (copypaste),
WC,2026,AFC,QUALIFIED,韓国,,FW,,Ho-jae Lee,2000/10/14,192,浦項スティーラース,2026/1/9,,2025/7/7,Transfermarkt (copypaste),
