match-id,slug,competition,edition,md,stage,group,sec,datetime-local,home,home_key,away,away_key,stadium,home_score,away_score,home_score_pk,away_score_pk,mom,mom_team,note,updated_at
WC-2022-MD006,netherlands-vs-qatar,WC,2022,MD006,Group-Phase,A,第３節,11/29(火)18:00,オランダ,netherlands,カタール,qatar,アル・バイト・スタジアム,2,0,,,ダヴィ・クラーセン,netherlands,,2026/3/9
WC-2022-MD007,england-vs-iran,WC,2022,MD007,Group-Phase,B,第１節,11/21(月)16:00,イングランド,england,イラン,iran,ハリーファ国際スタジアム,6,2,,,"ブカヨ・サカ
",england,,2026/3/9
WC-2022-MD008,usa-vs-wales,WC,2022,MD008,Group-Phase,B,第１節,11/21(月)22:00,アメリカ,usa,ウェールズ,wales,アフメド・ビン＝アリー・スタジアム,1,1,,,ガレス・ベイル,wales,,2026/3/9
WC-2022-MD009,wales-vs-iran,WC,2022,MD009,Group-Phase,B,第２節,11/25(金)13:00,ウェールズ,wales,イラン,iran,アフメド・ビン＝アリー・スタジアム,0,2,,,ルーズベー・チェシュミ,iran,,2026/3/9
WC-2022-MD010,england-vs-usa,WC,2022,MD010,Group-Phase,B,第２節,11/25(金)22:00,イングランド,england,アメリカ,usa,アル・バイト・スタジアム,0,0,,,クリスチャン・プリシッチ,usa,,2026/3/9
WC-2022-MD011,wales-vs-england,WC,2022,MD011,Group-Phase,B,第３節,11/29(火)22:00,ウェールズ,wales,イングランド,england,アフメド・ビン＝アリー・スタジアム,0,3,,,マーカス・ラッシュフォード,england,,2026/3/9
WC-2022-MD012,iran-vs-usa,WC,2022,MD012,Group-Phase,B,第３節,11/29(火)22:00,イラン,iran,アメリカ,usa,アル・トゥマーマ・スタジアム,0,1,,,クリスチャン・プリシッチ,usa,,2026/3/9
WC-2022-MD013,argentina-vs-saudi-arabia,WC,2022,MD013,Group-Phase,C,第１節,11/22(火)13:00,アルゼンチン,argentina,サウジアラビア,saudi-arabia,ルサイル・アイコニック・スタジアム,1,2,,,モハメド・アル・オワイス,saudi-arabia,,2026/3/9
WC-2022-MD014,mexico-vs-poland,WC,2022,MD014,Group-Phase,C,第１節,11/22(火)19:00,メキシコ,mexico,ポーランド,poland,スタジアム974,0,0,,,ギジェルモ・オチョア,mexico,,2026/3/9
WC-2022-MD015,poland-vs-saudi-arabia,WC,2022,MD015,Group-Phase,C,第２節,11/26(土)16:00,ポーランド,poland,サウジアラビア,saudi-arabia,エデュケーション・シティ・スタジアム,2,0,,,ロベルト・レヴァンドフスキ,poland,,2026/3/9
WC-2022-MD016,argentina-vs-mexico,WC,2022,MD016,Group-Phase,C,第２節,11/26(土)22:00,アルゼンチン,argentina,メキシコ,mexico,ルサイル・アイコニック・スタジアム,2,0,,,リオネル・メッシ,argentina,,2026/3/9
WC-2022-MD017,poland-vs-argentina,WC,2022,MD017,Group-Phase,C,第３節,11/30(水)22:00,ポーランド,poland,アルゼンチン,argentina,スタジアム974,0,2,,,アレクシス・マック・アリスター,argentina,,2026/3/9
WC-2022-MD018,saudi-arabia-vs-mexico,WC,2022,MD018,Group-Phase,C,第３節,11/30(水)22:00,サウジアラビア,saudi-arabia,メキシコ,mexico,ルサイル・アイコニック・スタジアム,1,2,,,ルイス・チャベス,mexico,,2026/3/9
WC-2022-MD019,denmark-vs-tunisia,WC,2022,MD019,Group-Phase,D,第１節,11/22(火)16:00,デンマーク,denmark,チュニジア,tunisia,エデュケーション・シティ・スタジアム,0,0,,,アイサ・ライドゥニ,tunisia,,2026/3/9
WC-2022-MD020,france-vs-australia,WC,2022,MD020,Group-Phase,D,第１節,11/22(火)22:00,フランス,france,オーストラリア,australia,アル・ジャヌーブ・スタジアム,4,1,,,キリアン・エムバペ,france,,2026/3/9
WC-2022-MD021,tunisia-vs-australia,WC,2022,MD021,Group-Phase,D,第２節,11/26(土)13:00,チュニジア,tunisia,オーストラリア,australia,アル・ジャヌーブ・スタジアム,0,1,,,ミッシェル・デューク,australia,,2026/3/9
WC-2022-MD022,france-vs-denmark,WC,2022,MD022,Group-Phase,D,第２節,11/26(土)19:00,フランス,france,デンマーク,denmark,スタジアム974,2,1,,,キリアン・エムバペ,france,,2026/3/9
WC-2022-MD023,australia-vs-denmark,WC,2022,MD023,Group-Phase,D,第３節,11/30(水)18:00,オーストラリア,australia,デンマーク,denmark,アル・ジャヌーブ・スタジアム,1,0,,,マシュー・レッキー,australia,,2026/3/9
WC-2022-MD024,tunisia-vs-france,WC,2022,MD024,Group-Phase,D,第３節,11/30(水)18:00,チュニジア,tunisia,フランス,france,エデュケーション・シティ・スタジアム,1,0,,,ワフビ・ハズリ,tunisia,,2026/3/9
WC-2022-MD025,germany-vs-japan,WC,2022,MD025,Group-Phase,E,第１節,11/23(水)16:00,ドイツ,germany,日本,japan,ハリーファ国際スタジアム,1,2,,,権田 修一,japan,,2026/3/9
WC-2022-MD026,spain-vs-costa-rica,WC,2022,MD026,Group-Phase,E,第１節,11/23(水)19:00,スペイン,spain,コスタリカ,costa-rica,アル・トゥマーマ・スタジアム,7,0,,,ガビ,spain,,2026/3/9
WC-2022-MD027,japan-vs-costa-rica,WC,2022,MD027,Group-Phase,E,第２節,11/27(日)13:00,日本,japan,コスタリカ,costa-rica,アフメド・ビン＝アリー・スタジアム,0,1,,,ケイセル・フレール,costa-rica,,2026/3/9
WC-2022-MD028,spain-vs-germany,WC,2022,MD028,Group-Phase,E,第２節,11/27(日)22:00,スペイン,spain,ドイツ,germany,アル・バイト・スタジアム,1,1,,,アルバロ・モラタ,spain,,2026/3/9
WC-2022-MD029,japan-vs-spain,WC,2022,MD029,Group-Phase,E,第３節,12/1(木)22:00,日本,japan,スペイン,spain,ハリーファ国際スタジアム,2,1,,,田中 碧,japan,,2026/3/9
WC-2022-MD030,costa-rica-vs-germany,WC,2022,MD030,Group-Phase,E,第３節,12/1(木)22:00,コスタリカ,costa-rica,ドイツ,germany,アル・バイト・スタジアム,2,4,,,カイ・ハヴァーツ,germany,,2026/3/9
WC-2022-MD031,morocco-vs-croatia,WC,2022,MD031,Group-Phase,F,第１節,11/23(水)13:00,モロッコ,morocco,クロアチア,croatia,アル・バイト・スタジアム,0,0,,,ルカ・モドリッチ,croatia,,2026/3/9
WC-2022-MD032,belgium-vs-canada,WC,2022,MD032,Group-Phase,F,第１節,11/23(水)22:00,ベルギー,belgium,カナダ,canada,アフメド・ビン＝アリー・スタジアム,1,0,,,ケヴィン・デブライネ,belgium,,2026/3/9
WC-2022-MD033,belgium-vs-morocco,WC,2022,MD033,Group-Phase,F,第２節,11/27(日)16:00,ベルギー,belgium,モロッコ,morocco,アル・トゥマーマ・スタジアム,0,2,,,ハキム・ツィエク,morocco,,2026/3/9
WC-2022-MD034,croatia-vs-canada,WC,2022,MD034,Group-Phase,F,第２節,11/27(日)19:00,クロアチア,croatia,カナダ,canada,ハリーファ国際スタジアム,4,1,,,アンドレイ・クラマリッチ,croatia,,2026/3/9
WC-2022-MD035,croatia-vs-belgium,WC,2022,MD035,Group-Phase,F,第３節,12/1(木)18:00,クロアチア,croatia,ベルギー,belgium,アフメド・ビン＝アリー・スタジアム,0,0,,,ルカ・モドリッチ,croatia,,2026/3/9
WC-2022-MD036,canada-vs-morocco,WC,2022,MD036,Group-Phase,F,第３節,12/1(木)18:00,カナダ,canada,モロッコ,morocco,アル・トゥマーマ・スタジアム,1,2,,,アクラフ・ハキミ,morocco,,2026/3/9
WC-2022-MD037,switzerland-vs-cameroon,WC,2022,MD037,Group-Phase,G,第１節,11/24(木)13:00,スイス,switzerland,カメルーン,cameroon,アル・ジャヌーブ・スタジアム,1,0,,,ヤン・ゾマー,switzerland,,2026/3/9
WC-2022-MD038,brazil-vs-serbia,WC,2022,MD038,Group-Phase,G,第１節,11/24(木)22:00,ブラジル,brazil,セルビア,serbia,ルサイル・アイコニック・スタジアム,2,0,,,リシャルリソン,brazil,,2026/3/9
WC-2022-MD039,cameroon-vs-serbia,WC,2022,MD039,Group-Phase,G,第２節,11/28(月)13:00,カメルーン,cameroon,セルビア,serbia,アル・ジャヌーブ・スタジアム,3,3,,,ヴァンサン・アブバカル,cameroon,,2026/3/9
WC-2022-MD040,brazil-vs-switzerland,WC,2022,MD040,Group-Phase,G,第２節,11/28(月)19:00,ブラジル,brazil,スイス,switzerland,スタジアム974,1,0,,,カゼミーロ,brazil,,2026/3/9
WC-2022-MD041,serbia-vs-switzerland,WC,2022,MD041,Group-Phase,G,第３節,12/2(金)22:00,セルビア,serbia,スイス,switzerland,スタジアム974,2,3,,,グラニト・ジャカ,switzerland,,2026/3/9
WC-2022-MD042,cameroon-vs-brazil,WC,2022,MD042,Group-Phase,G,第３節,12/2(金)22:00,カメルーン,cameroon,ブラジル,brazil,ルサイル・アイコニック・スタジアム,1,0,,,デビス・エパシ,cameroon,,2026/3/9
WC-2022-MD043,uruguay-vs-south-korea,WC,2022,MD043,Group-Phase,H,第１節,11/24(木)16:00,ウルグアイ,uruguay,韓国,south-korea,エデュケーション・シティ・スタジアム,0,0,,,フェデリコ・バルベルデ,uruguay,,2026/3/9
WC-2022-MD044,portugal-vs-ghana,WC,2022,MD044,Group-Phase,H,第１節,11/24(木)19:00,ポルトガル,portugal,ガーナ,ghana,スタジアム974,3,2,,,クリスティアーノ・ロナウド,portugal,,2026/3/9
WC-2022-MD045,south-korea-vs-ghana,WC,2022,MD045,Group-Phase,H,第２節,11/28(月)16:00,韓国,south-korea,ガーナ,ghana,エデュケーション・シティ・スタジアム,2,3,,,モハメド・クドゥス,ghana,,2026/3/9
WC-2022-MD046,portugal-vs-uruguay,WC,2022,MD046,Group-Phase,H,第２節,11/28(月)22:00,ポルトガル,portugal,ウルグアイ,uruguay,ルサイル・アイコニック・スタジアム,2,0,,,ブルーノ・フェルナンデス,portugal,,2026/3/9
WC-2022-MD047,ghana-vs-uruguay,WC,2022,MD047,Group-Phase,H,第３節,12/2(金)18:00,ガーナ,ghana,ウルグアイ,uruguay,アル・ジャヌーブ・スタジアム,0,2,,,ヒオルヒアン・デ・アラスカ,uruguay,,2026/3/9
WC-2022-MD048,south-korea-vs-portugal,WC,2022,MD048,Group-Phase,H,第３節,12/2(金)18:00,韓国,south-korea,ポルトガル,portugal,エデュケーション・シティ・スタジアム,2,1,,,ファン・ヒチャン,south-korea,,2026/3/9
WC-2022-MD049,netherlands-vs-usa,WC,2022,MD049,Round-16,,ラウンド16,12/3(土)18:00,オランダ,netherlands,アメリカ,usa,ハリーファ国際スタジアム,3,1,,,デンゼル・ダンフリース,netherlands,,2026/3/9
WC-2022-MD050,argentina-vs-australia,WC,2022,MD050,Round-16,,ラウンド16,12/3(土)22:00,アルゼンチン,argentina,オーストラリア,australia,アフメド・ビン＝アリー・スタジアム,2,1,,,リオネル・メッシ,argentina,,2026/3/9
WC-2022-MD051,france-vs-poland,WC,2022,MD051,Round-16,,ラウンド16,12/4(日)18:00,フランス,france,ポーランド,poland,アル・トゥマーマ・スタジアム,3,1,,,キリアン・エムバペ,france,,2026/3/9
WC-2022-MD052,england-vs-senegal,WC,2022,MD052,Round-16,,ラウンド16,12/4(日)22:00,イングランド,england,セネガル,senegal,アル・バイト・スタジアム,3,0,,,ハリー・ケイン,england,,2026/3/9
WC-2022-MD053,japan-vs-croatia,WC,2022,MD053,Round-16,,ラウンド16,12/5(月)18:00,日本,japan,クロアチア,croatia,アル・ジャヌーブ・スタジアム,1,1,1,3,ドミニク・リヴァコヴィッチ,croatia,PK戦,2026/3/9
WC-2022-MD054,brazil-vs-south-korea,WC,2022,MD054,Round-16,,ラウンド16,12/5(月)22:00,ブラジル,brazil,韓国,south-korea,スタジアム974,4,1,,,ネイマール,brazil,,2026/3/9
WC-2022-MD055,morocco-vs-spain,WC,2022,MD055,Round-16,,ラウンド16,12/6(火)18:00,モロッコ,morocco,スペイン,spain,エデュケーション・シティ・スタジアム,0,0,3,0,ヤシン・ブヌ,morocco,PK戦,2026/3/9
WC-2022-MD056,portugal-vs-switzerland,WC,2022,MD056,Round-16,,ラウンド16,12/6(火)22:00,ポルトガル,portugal,スイス,switzerland,ルサイル・アイコニック・スタジアム,6,1,,,ゴンサロ・ラモス,portugal,,2026/3/9
WC-2022-MD057,croatia-vs-brazil,WC,2022,MD057,Quarter-Final,,準々決勝,12/9(金)18:00,クロアチア,croatia,ブラジル,brazil,エデュケーション・シティ・スタジアム,1,1,4,2,ドミニク・リヴァコヴィッチ,croatia,PK戦,2026/3/9
WC-2022-MD058,netherlands-vs-argentina,WC,2022,MD058,Quarter-Final,,準々決勝,12/9(金)22:00,オランダ,netherlands,アルゼンチン,argentina,ルサイル・アイコニック・スタジアム,2,2,3,4,リオネル・メッシ,argentina,PK戦,2026/3/9
WC-2022-MD059,morocco-vs-portugal,WC,2022,MD059,Quarter-Final,,準々決勝,12/10(土)18:00,モロッコ,morocco,ポルトガル,portugal,アル・トゥマーマ・スタジアム,1,0,,,ヤシン・ブヌ,morocco,,2026/3/9
WC-2022-MD060,england-vs-france,WC,2022,MD060,Quarter-Final,,準々決勝,12/10(土)22:00,イングランド,england,フランス,france,アル・バイト・スタジアム,1,2,,,オリヴィエ・ジルー,france,,2026/3/9
WC-2022-MD061,argentina-vs-croatia,WC,2022,MD061,Semi-Final,,準決勝,12/13(火)22:00,アルゼンチン,argentina,クロアチア,croatia,ルサイル・アイコニック・スタジアム,3,0,,,リオネル・メッシ,argentina,,2026/3/9
WC-2022-MD062,france-vs-morocco,WC,2022,MD062,Semi-Final,,準決勝,12/14(水)22:00,フランス,france,モロッコ,morocco,アル・バイト・スタジアム,2,0,,,アントワーヌ・グリーズマン,france,,2026/3/9
WC-2022-MD063,croatia-vs-morocco,WC,2022,MD063,Third-Place,,3位決定戦,12/17(土)18:00,クロアチア,croatia,モロッコ,morocco,ハリーファ国際スタジアム,2,1,,,ヨシュコ・グヴァルディオル,croatia,,2026/3/9
WC-2022-MD064,argentina-vs-france,WC,2022,MD064,Final,,決勝,12/18(日)18:00,アルゼンチン,argentina,フランス,france,ルサイル・アイコニック・スタジアム,3,3,4,2,リオネル・メッシ,argentina,延長・PK戦,2026/3/9
WC-2018-MD001,russia-vs-saudi-arabia,WC,2018,MD001,Group-Phase,A,第１節,6/14(木)18:00,ロシア,russia,サウジアラビア,saudi-arabia,ルジニキ・スタジアム,5,0,,,,,,2026/3/11
WC-2018-MD002,egypt-vs-uruguay,WC,2018,MD002,Group-Phase,A,第１節,6/15(金)17:00,エジプト,egypt,ウルグアイ,uruguay,エカテリンブルク・アリーナ,0,1,,,,,,2026/3/11
WC-2018-MD003,morocco-vs-iran,WC,2018,MD003,Group-Phase,B,第１節,6/15(金)18:00,モロッコ,morocco,イラン,iran,サンクトペテルブルク・スタジアム,0,1,,,,,,2026/3/11
WC-2018-MD004,portugal-vs-spain,WC,2018,MD004,Group-Phase,B,第１節,6/15(金)21:00,ポルトガル,portugal,スペイン,spain,フィシュト・スタジアム,3,3,,,,,,2026/3/11
WC-2018-MD005,france-vs-australia,WC,2018,MD005,Group-Phase,C,第１節,6/16(土)13:00,フランス,france,オーストラリア,australia,カザン・アリーナ,2,1,,,,,,2026/3/11
WC-2018-MD006,argentina-vs-iceland,WC,2018,MD006,Group-Phase,D,第１節,6/16(土)16:00,アルゼンチン,argentina,アイスランド,iceland,スパルタク・スタジアム,1,1,,,,,,2026/3/11
WC-2018-MD007,peru-vs-denmark,WC,2018,MD007,Group-Phase,C,第１節,6/16(土)19:00,ペルー,peru,デンマーク,denmark,モルドヴィア・アリーナ,0,1,,,,,,2026/3/11
WC-2018-MD008,croatia-vs-nigeria,WC,2018,MD008,Group-Phase,D,第１節,6/16(土)21:00,クロアチア,croatia,ナイジェリア,nigeria,カリーニングラード・スタジアム,2,0,,,,,,2026/3/11
WC-2018-MD009,costa-rica-vs-serbia,WC,2018,MD009,Group-Phase,E,第１節,6/17(日)16:00,コスタリカ,costa-rica,セルビア,serbia,サマーラ・アリーナ,0,1,,,,,,2026/3/11
WC-2018-MD010,germany-vs-mexico,WC,2018,MD010,Group-Phase,F,第１節,6/17(日)18:00,ドイツ,germany,メキシコ,mexico,ルジニキ・スタジアム,0,1,,,,,,2026/3/11
WC-2018-MD011,brazil-vs-switzerland,WC,2018,MD011,Group-Phase,E,第１節,6/17(日)21:00,ブラジル,brazil,スイス,switzerland,ロストフ・アリーナ,1,1,,,,,,2026/3/11
WC-2018-MD012,sweden-vs-south-korea,WC,2018,MD012,Group-Phase,F,第１節,6/18(月)15:00,スウェーデン,sweden,韓国,south-korea,ニジニ・ノヴゴロド・スタジアム,1,0,,,,,,2026/3/11
WC-2018-MD013,belgium-vs-panama,WC,2018,MD013,Group-Phase,G,第１節,6/18(月)18:00,ベルギー,belgium,パナマ,panama,フィシュト・スタジアム,3,0,,,,,,2026/3/11
WC-2018-MD014,tunisia-vs-england,WC,2018,MD014,Group-Phase,G,第１節,6/18(月)21:00,チュニジア,tunisia,イングランド,england,ヴォルゴグラード・アリーナ,1,2,,,,,,2026/3/11
WC-2018-MD015,colombia-vs-japan,WC,2018,MD015,Group-Phase,H,第１節,6/19(火)15:00,コロンビア,colombia,日本,japan,モルドヴィア・アリーナ,1,2,,,,,,2026/3/11
WC-2018-MD016,poland-vs-senegal,WC,2018,MD016,Group-Phase,H,第１節,6/19(火)18:00,ポーランド,poland,セネガル,senegal,スパルタク・スタジアム,1,2,,,,,,2026/3/11
WC-2018-MD017,russia-vs-egypt,WC,2018,MD017,Group-Phase,A,第２節,6/19(火)21:00,ロシア,russia,エジプト,egypt,サンクトペテルブルク・スタジアム,3,1,,,,,,2026/3/11
WC-2018-MD018,portugal-vs-morocco,WC,2018,MD018,Group-Phase,B,第２節,6/20(水)15:00,ポルトガル,portugal,モロッコ,morocco,ルジニキ・スタジアム,1,0,,,,,,2026/3/11
WC-2018-MD019,uruguay-vs-saudi-arabia,WC,2018,MD019,Group-Phase,A,第２節,6/20(水)18:00,ウルグアイ,uruguay,サウジアラビア,saudi-arabia,ロストフ・アリーナ,1,0,,,,,,2026/3/11
WC-2018-MD020,iran-vs-spain,WC,2018,MD020,Group-Phase,B,第２節,6/20(水)21:00,イラン,iran,スペイン,spain,カザン・アリーナ,0,1,,,,,,2026/3/11
WC-2018-MD021,denmark-vs-australia,WC,2018,MD021,Group-Phase,C,第２節,6/21(木)16:00,デンマーク,denmark,オーストラリア,australia,サマーラ・アリーナ,1,1,,,,,,2026/3/11
WC-2018-MD022,france-vs-peru,WC,2018,MD022,Group-Phase,C,第２節,6/21(木)20:00,フランス,france,ペルー,peru,エカテリンブルク・アリーナ,1,0,,,,,,2026/3/11
WC-2018-MD023,argentina-vs-croatia,WC,2018,MD023,Group-Phase,D,第２節,6/21(木)21:00,アルゼンチン,argentina,クロアチア,croatia,ニジニ・ノヴゴロド・スタジアム,0,3,,,,,,2026/3/11
WC-2018-MD024,brazil-vs-costa-rica,WC,2018,MD024,Group-Phase,E,第２節,6/22(金)15:00,ブラジル,brazil,コスタリカ,costa-rica,サンクトペテルブルク・スタジアム,2,0,,,,,,2026/3/11
WC-2018-MD025,nigeria-vs-iceland,WC,2018,MD025,Group-Phase,D,第２節,6/22(金)18:00,ナイジェリア,nigeria,アイスランド,iceland,ヴォルゴグラード・アリーナ,2,0,,,,,,2026/3/11
WC-2018-MD026,serbia-vs-switzerland,WC,2018,MD026,Group-Phase,E,第２節,6/22(金)20:00,セルビア,serbia,スイス,switzerland,カリーニングラード・スタジアム,1,2,,,,,,2026/3/11
WC-2018-MD027,belgium-vs-tunisia,WC,2018,MD027,Group-Phase,G,第２節,6/23(土)15:00,ベルギー,belgium,チュニジア,tunisia,スパルタク・スタジアム,5,2,,,,,,2026/3/11
WC-2018-MD028,south-korea-vs-mexico,WC,2018,MD028,Group-Phase,F,第２節,6/23(土)18:00,韓国,south-korea,メキシコ,mexico,ロストフ・アリーナ,1,2,,,,,,2026/3/11
WC-2018-MD029,germany-vs-sweden,WC,2018,MD029,Group-Phase,F,第２節,6/23(土)21:00,ドイツ,germany,スウェーデン,sweden,フィシュト・スタジアム,2,1,,,,,,2026/3/11
WC-2018-MD030,england-vs-panama,WC,2018,MD030,Group-Phase,G,第２節,6/24(日)15:00,イングランド,england,パナマ,panama,ニジニ・ノヴゴロド・スタジアム,6,1,,,,,,2026/3/11
WC-2018-MD031,japan-vs-senegal,WC,2018,MD031,Group-Phase,H,第２節,6/24(日)20:00,日本,japan,セネガル,senegal,エカテリンブルク・アリーナ,2,2,,,,,,2026/3/11
WC-2018-MD032,poland-vs-colombia,WC,2018,MD032,Group-Phase,H,第２節,6/24(日)21:00,ポーランド,poland,コロンビア,colombia,カザン・アリーナ,0,3,,,,,,2026/3/11
WC-2018-MD033,saudi-arabia-vs-egypt,WC,2018,MD033,Group-Phase,A,第３節,6/25(月)17:00,サウジアラビア,saudi-arabia,エジプト,egypt,ヴォルゴグラード・アリーナ,2,1,,,,,,2026/3/11
WC-2018-MD034,uruguay-vs-russia,WC,2018,MD034,Group-Phase,A,第３節,6/25(月)18:00,ウルグアイ,uruguay,ロシア,russia,サマーラ・アリーナ,3,0,,,,,,2026/3/11
WC-2018-MD035,spain-vs-morocco,WC,2018,MD035,Group-Phase,B,第３節,6/25(月)20:00,スペイン,spain,モロッコ,morocco,カリーニングラード・スタジアム,2,2,,,,,,2026/3/11
WC-2018-MD036,iran-vs-portugal,WC,2018,MD036,Group-Phase,B,第３節,6/25(月)21:00,イラン,iran,ポルトガル,portugal,モルドヴィア・アリーナ,1,1,,,,,,2026/3/11
WC-2018-MD037,australia-vs-peru,WC,2018,MD037,Group-Phase,C,第３節,6/26(火)17:00,オーストラリア,australia,ペルー,peru,フィシュト・スタジアム,0,2,,,,,,2026/3/11
WC-2018-MD038,denmark-vs-france,WC,2018,MD038,Group-Phase,C,第３節,6/26(火)17:00,デンマーク,denmark,フランス,france,ルジニキ・スタジアム,0,0,,,,,,2026/3/11
WC-2018-MD039,iceland-vs-croatia,WC,2018,MD039,Group-Phase,D,第３節,6/26(火)21:00,アイスランド,iceland,クロアチア,croatia,ロストフ・アリーナ,1,2,,,,,,2026/3/11
WC-2018-MD040,nigeria-vs-argentina,WC,2018,MD040,Group-Phase,D,第３節,6/26(火)21:00,ナイジェリア,nigeria,アルゼンチン,argentina,サンクトペテルブルク・スタジアム,1,2,,,,,,2026/3/11
WC-2018-MD041,south-korea-vs-germany,WC,2018,MD041,Group-Phase,F,第３節,6/27(水)17:00,韓国,south-korea,ドイツ,germany,カザン・アリーナ,2,0,,,,,,2026/3/11
WC-2018-MD042,mexico-vs-sweden,WC,2018,MD042,Group-Phase,F,第３節,6/27(水)19:00,メキシコ,mexico,スウェーデン,sweden,エカテリンブルク・アリーナ,0,3,,,,,,2026/3/11
WC-2018-MD043,serbia-vs-brazil,WC,2018,MD043,Group-Phase,E,第３節,6/27(水)21:00,セルビア,serbia,ブラジル,brazil,スパルタク・スタジアム,0,2,,,,,,2026/3/11
WC-2018-MD044,switzerland-vs-costa-rica,WC,2018,MD044,Group-Phase,E,第３節,6/27(水)21:00,スイス,switzerland,コスタリカ,costa-rica,ニジニ・ノヴゴロド・スタジアム,2,2,,,,,,2026/3/11
WC-2018-MD045,japan-vs-poland,WC,2018,MD045,Group-Phase,H,第３節,6/28(木)17:00,日本,japan,ポーランド,poland,ヴォルゴグラード・アリーナ,0,1,,,,,,2026/3/11
WC-2018-MD046,senegal-vs-colombia,WC,2018,MD046,Group-Phase,H,第３節,6/28(木)18:00,セネガル,senegal,コロンビア,colombia,サマーラ・アリーナ,0,1,,,,,,2026/3/11
WC-2018-MD047,england-vs-belgium,WC,2018,MD047,Group-Phase,G,第３節,6/28(木)20:00,イングランド,england,ベルギー,belgium,カリーニングラード・スタジアム,0,1,,,,,,2026/3/11
WC-2018-MD048,panama-vs-tunisia,WC,2018,MD048,Group-Phase,G,第３節,6/28(木)21:00,パナマ,panama,チュニジア,tunisia,モルドヴィア・アリーナ,1,2,,,,,,2026/3/11
WC-2018-MD049,france-vs-argentina,WC,2018,MD049,Round-16,,ラウンド16,6/30(土)17:00,フランス,france,アルゼンチン,argentina,カザン・アリーナ,4,3,,,,,,2026/3/11
WC-2018-MD050,uruguay-vs-portugal,WC,2018,MD050,Round-16,,ラウンド16,6/30(土)21:00,ウルグアイ,uruguay,ポルトガル,portugal,フィシュト・スタジアム,2,1,,,,,,2026/3/11
WC-2018-MD051,spain-vs-russia,WC,2018,MD051,Round-16,,ラウンド16,7/1(日)17:00,スペイン,spain,ロシア,russia,ルジニキ・スタジアム,1,1,3,4,,,延長・PK戦,2026/3/11
WC-2018-MD052,croatia-vs-denmark,WC,2018,MD052,Round-16,,ラウンド16,7/1(日)21:00,クロアチア,croatia,デンマーク,denmark,ニジニ・ノヴゴロド・スタジアム,1,1,3,2,,,延長・PK戦,2026/3/11
WC-2018-MD053,brazil-vs-mexico,WC,2018,MD053,Round-16,,ラウンド16,7/2(月)18:00,ブラジル,brazil,メキシコ,mexico,サマーラ・アリーナ,2,0,,,,,,2026/3/11
WC-2018-MD054,belgium-vs-japan,WC,2018,MD054,Round-16,,ラウンド16,7/2(月)21:00,ベルギー,belgium,日本,japan,ロストフ・アリーナ,3,2,,,,,,2026/3/11
WC-2018-MD055,sweden-vs-switzerland,WC,2018,MD055,Round-16,,ラウンド16,7/3(火)17:00,スウェーデン,sweden,スイス,switzerland,サンクトペテルブルク・スタジアム,1,0,,,,,,2026/3/11
WC-2018-MD056,colombia-vs-england,WC,2018,MD056,Round-16,,ラウンド16,7/3(火)21:00,コロンビア,colombia,イングランド,england,スパルタク・スタジアム,1,1,3,4,,,延長・PK戦,2026/3/11
WC-2018-MD057,uruguay-vs-france,WC,2018,MD057,Quarter-Final,,準々決勝,7/6(金)17:00,ウルグアイ,uruguay,フランス,france,ニジニ・ノヴゴロド・スタジアム,0,2,,,,,,2026/3/11
WC-2018-MD058,brazil-vs-belgium,WC,2018,MD058,Quarter-Final,,準々決勝,7/6(金)21:00,ブラジル,brazil,ベルギー,belgium,カザン・アリーナ,1,2,,,,,,2026/3/11
WC-2018-MD059,sweden-vs-england,WC,2018,MD059,Quarter-Final,,準々決勝,7/7(土)18:00,スウェーデン,sweden,イングランド,england,サマーラ・アリーナ,0,2,,,,,,2026/3/11
WC-2018-MD060,russia-vs-croatia,WC,2018,MD060,Quarter-Final,,準々決勝,7/7(土)21:00,ロシア,russia,クロアチア,croatia,フィシュト・スタジアム,2,2,3,4,,,延長・PK戦,2026/3/11
WC-2018-MD061,france-vs-belgium,WC,2018,MD061,Semi-Final,,準決勝,7/10(火)21:00,フランス,france,ベルギー,belgium,サンクトペテルブルク・スタジアム,1,0,,,,,,2026/3/11
WC-2018-MD062,croatia-vs-england,WC,2018,MD062,Semi-Final,,準決勝,7/11(水)21:00,クロアチア,croatia,イングランド,england,ルジニキ・スタジアム,2,1,,,,,延長,2026/3/11
WC-2018-MD063,belgium-vs-england,WC,2018,MD063,Third-Place,,3位決定戦,7/14(土)17:00,ベルギー,belgium,イングランド,england,サンクトペテルブルク・スタジアム,2,0,,,,,,2026/3/11
WC-2018-MD064,france-vs-croatia,WC,2018,MD064,Final,,決勝,7/15(日)18:00,フランス,france,クロアチア,croatia,ルジニキ・スタジアム,4,2,,,,,,2026/3/11
WC-2014-MD001,brazil-vs-croatia,WC,2014,MD001,Group-Phase,A,第１節,6/12(木)17:00,ブラジル,brazil,クロアチア,croatia,Arena de São Paulo,3,1,,,,,,2026/3/11
WC-2014-MD002,mexico-vs-cameroon,WC,2014,MD002,Group-Phase,A,第１節,6/13(金)13:00,メキシコ,mexico,カメルーン,cameroon,Estádio das Dunas,1,0,,,,,,2026/3/11
